"Story","Title","Result","Date","Stability","Duration (s)"
"Seleccionar los articulos en la plataforma Exito","Selección de artículos automáticamente","ERROR","2023-01-19T15:11:55.302-05:00[America/Bogota]","0.0","23.63"
